,clean_text
1958,irish duo could block man utd bid irishmen jp mcmanus and john magnier who own a % stake in manchester united will reportedly reject any formal £ offer for the club. the sunday times and the sunday telegraph say they will oppose any formal £ takeover bid from us tycoon malcom glazer. mr glazer got permission to look at the club s accounts last week. irish billionaires mr mcmanus and mr magnier are said to believe that an £ bid undervalues club prospects. mr magnier and mr mcmanus who hold their stake through their cubic expression investment vehicle have the power to block a bid. mr glazer s financial backers including jp morgan the us investment bank have said they won t back a bid unless it receives backing from the owners of at least % of the club s shares. however there has been much speculation that the irish duo simply do not think the price offered - a share - is high enough. mr glazer has been stalking the premier league football club since . mr magnier and mr mcmanus issued a statement late on friday saying that they remained long-term investors in man utd. the sunday telegraph says the board of manchester united also considered a management buyout at just over but did not go ahead with it.
576,robots learn robotiquette rules robots are learning lessons on robotiquette - how to behave socially - so they can mix better with humans. by playing games like pass-the-parcel a university of hertfordshire team is finding out how future robot companions should react in social situations. the study s findings will eventually help humans develop a code of social behaviour in human-robot interaction. the work is part of the european cogniron robotics project and was on show at london s science museum. we are assuming a situation in which a useful human companion robot already exists said professor kerstin dautenhahn project leader at hertfordshire. our mission is to look at how such a robot should be programmed to respect personal spaces of humans. the research also focuses on human perception of robots including how they should look and how a robot can learn new skills by imitating a human demonstrator. without such studies you will build robots which might not respect the fact that humans are individuals have preferences and come from different cultural backgrounds professor dautenhahn told bbc news online. and i want robots to treat humans as human beings and not like other robots she added. in most situations a companion robot will eventually have to deal not only with one person but also with groups of people. to find out how they would react the hertfordshire cogniron team taught one robot to play pass-the-parcel with children. showing off its skills at the science museum the unnamed robot had to select approach and ask different children to pick up a parcel with a gift moving it arm as a pointer and its camera as an eye. it even used speech to give instructions and play music. however according to researchers it will still take many years to build a robot which would make full use of the robotiquette for human interaction. if you think of a robot as a companion for the human being you can think of years into the future concluded professor dautenhahn. it might take even longer because it is very very hard to develop such a robot. you can hear more on this story on the bbc world service s go digital programme.
1598,fa probes crowd trouble the fa is to take action after trouble marred wednesday s carling cup tie between chelsea and west ham. police in riot gear were confronted by a section of the west ham support after the match which the blues won -. mateja kezman the scorer of chelsea s goal needed treatment on a head injury during the match after being hit by a missile believed to be a coin. a spokeswoman for chelsea said the club would await the referee s report before deciding on its course of action. kezman was forced off the field to receive treatment on a cut above his eye but was able to continue. chelsea assistant boss steve clarke said: i would rather talk about the football but we think it was something thrown from the crowd. he did not require stitches. west ham boss alan pardew said: it s a shame because i thought there was good english banter in the crowd. there s big rivalry between the two clubs and it is a shame if that s happened. from where i was standing i didn t see any trouble. former hammers star joe cole also had a plastic bottle thrown at him while frank lampard was pelted with coins as he was preparing to take a penalty. lampard s spot-kick was saved to the delight of the hammers fans who have still not forgiven him for leaving upton park. the fa will seek reports from the clubs and the police and will review video evidence and the referee s report. police in riot gear battled with west ham fans in the matthew harding stand and at least one supporter required treatment. fans are also thought to have clashed outside the ground after the game. scotland yard said there had been arrests for alleged public order drugs and offensive weapon offences. the fa is already looking into the trouble at tuesday s heated carling cup tie between millwall and liverpool.
261,burren awarded egyptian contracts british energy firm burren energy has been awarded two potentially lucrative oil exploration contracts in egypt. the company successfully bid for the two contracts granted by government owned oil firms covering onshore and offshore areas in the gulf of suez. burren energy already has a presence in egypt having been awarded an exploration contract last year. the firm which floated in recently announced a deal to buy % of indian firm hindustan oil exploration. the £. deal gives burren energy access to the indian oil and gas industry. this latest contract expands burren energy s global exploration and production portfolio - it also holds contracts in turkmenistan and the republic of congo. these assets significantly increase our exploration portfolio in egypt and we continue to investigate further opportunities in this region said chief executive finian o sullivan.
528,us charity anthem is re-released we are the world the american charity anthem inspired by the success of band aid has been re-issued to raise money for aids research and tsunami victims. more than stars sang as group usa for africa including lionel richie diana ross ray charles bob dylan michael jackson and bruce springsteen. it topped the charts in the us and uk raising millions of dollars for african famine relief. the re-release also marks the anniversary of the original recording. it has been re-issued as part of a two-disc dvd set which will also feature footage from the recording session of the track in january . the single was originally released in the us on march and sold copies in its first week. it went on to win grammys for song of the year and record of the year.
1400,be careful how you code a new european directive could put software writers at risk of legal action warns former programmer and technology analyst bill thompson. if it gets its way the dutch government will conclude its presidency of the european union by pushing through a controversial measure that has been rejected by the european parliament lacks majority support from national governments and will leave millions of european citizens in legal limbo and facing the possibility of court cases against them. if the new law was about border controls defence or even the new constitution then our tv screens would be full of experts agonising over the impact on our daily lives. sadly for those who will be directly affected the controversy concerns the patenting of computer programs a topic that may excite the bloggers campaigning groups and technical press but does not obsess middle britain. after all how much fuss can you generate about the directive on the patentability of computer-implemented inventions and the way it amends article of the european patent convention yet if the new directive is nodded through at the next meeting of one of the eu s ministerial councils as seems likely it will allow programs to be patented in europe just as they are in the us. many observers of the computing scene including myself think the results will be disastrous for small companies innovative programmers and the free and open source software movement. it will let large companies patent all sorts of ideas and give legal force to those who want to limit their competitors use of really obvious ideas. in the us you cannot build a system that stores customer credit card details so that they can pay without having to re-enter them unless amazon lets you because they hold the patent on one-click online purchase. it is a small invention but amazon made it to the patent office first and now owns it. we are relatively free from this sort of thing over here but perhaps not for long. the new proposals go back to although argument about patentability of software and computer-implemented inventions has been going on since at least the mid-. they have come to a head now after a year in which proposals were made endorsed by the council of ministers radically modified by the european parliament and then re-presented in their original form. some national governments seem to be aware of the problems. poland has rejected the proposal and germany s main political parties have opposed it but there is not enough opposition to guarantee their rejection. early in december the british government held a consultation meeting with those who had commented on the proposals. science minister lord sainsbury went along to listen and outline the uk position but according to those present it was embarrassing to see how little the minister and his officials actually understood the issues concerned. the draft directive is being put through the council as what is called an a item and can only be approved or rejected. no discussion or amendment is allowed. so why should we be worried first there is the abuse of the democratic process involved in disregarding the views of the parliament and abandoning all of their carefully argued amendments. this goes to the heart of the european project and even those who do not care about software or patents should be worried. if coders are treated like this today who is to say that it will not be you tomorrow more directly once software patents are granted then any programmer will have to worry that the code they are writing is infringing someone else s patent. this is not about stealing software as code is already protected by copyright. patents are not copyright but something much stronger. a patent gives the owner the right to stop anyone else using their invention even if the other person invented it separately. i have never to my shame managed to read lord byron s childe harold s pilgrimage. if it was pointed out that one of my articles contained a substantial chunk of the poem then i could defend myself in court by claiming that i had simply made it up and it was coincidence. the same does not hold for a patent. if i sit down this afternoon and write a brilliant graphics compression routine and it happens to be the same as the lzw algorithm used in gif files then i am in trouble under patent law at least in the us. coincidence is no defence. the proposed directive is supported by many of the major software companies but this is hardly surprising since most of them are us-based and they have already had to cope with a legal environment that allows patents. they have legal departments and more crucially patents of their own which they can trade or cross-license with other patent holders. even this system breaks down of course as microsoft found out last year when they initially lost a case brought by eolas which claimed that internet explorer (and other browsers) infringed an eolas patent. that one was eventually thrown out but only after months of uncertainty and millions of dollars. but small companies and the free and open software movement do not have any patents to trade. much of the really useful software we use every day programs like the apache web server the gnu/linux operating system and the fearsomely popular firefox browser is developed outside company structures by people who do not have legal departments to check for patent infringements. the damage to software will not happen overnight of course. if the directive goes through it has to be written into national laws and then there will be a steady stream of legal actions against small companies and open source products. eventually someone will decide to attack linux directly probably with some secret funding from one or two large players. the new directive will limit innovation by forcing programmers to spend time checking for patent infringements or simply avoiding working in potentially competitive areas. and it will damage europe s computer industry. we can only hope that the council of ministers has the integrity and strength to reject this bad law. bill thompson is a regular commentator on the bbc world service programme go digital.
93,south africa sweep top awards south africa s schalk burger was named player of the year as the tri-nations champions swept the top honours at the international rugby board s awards. the flanker topped a list which included ireland star gordon d arcy and australian sensation matt giteau. jake white claimed the coaching award while his side held off grand slam winners france to take the team award. england player simon amor beat team-mate ben gollings and argentine lucio lopez fleming to win the sevens award. burger s award came just a week after he won the equivalent prize from his fellow international players and white who also coached burger at under- level paid tribute to him. schalk s emergence as a major force has meant a lot to south african rugby but has also influenced world rugby said white. he s become to south african rugby what jonty rhodes was to south african cricket. it s amazing what he has achieved in such a short time so far in his international career. amor who will captain england in this season s opening irb sevens tournament the dubai sevens which start on thursday was delighted with his award. there are so many great sevens players on the circuit at the moment that this is a genuine honour said the gloucester fly-half.
712,blue beat to top france honour irish band have been honoured at france s biggest music awards but were beaten to a prize by boy band blue. received a special achievement prize at the nrj music awards but blue beat them to the international group award. us band maroon was named best new international artist and took the best international song title for this love. more than five million radio listeners voted in the awards. the international male and female prizes went to usher and avril lavigne respectively. collecting his band s award from model naomi campbell at the cannes ceremony frontman bono said in french: i m not from this country but i ll make a little confession to you - it s at the cote d azur i feel at home. hosted by radio group nrj the ceremony featured performances from usher and jennifer lopez who was accompanied by dancers clad in schoolgirl outfits. us pop act black eyed peas picked up the best international album gong for elephunk. singer jenifer also took home two awards for best french female singer and best french album. french-canadian pop star roch voisine was named best francophone male artist.
185,almagro continues spanish surge unseeded nicolas almagro became the fifth spaniard to reach the last eight at the buenos aires open ousting eighth seed mariano zabaleta. he showed admirable resolve to win a rain-affected match - - -. compatriot and seventh seed rafael nadal also reached the last eight beating italian potito starace - -. nadal playing in the outdoor clay event for the first time hit some powerful forehands to oust starace in a match delayed over an hour by rain. it s always a problem to have to stop for rain but one gets used to it said spanish teenager nadal. luckily i was able to keep my pace going throughout the match. he will now play gaston gaudio who beat unseeded brazilian flavio saretta - - in the day s late match.
210,lost doors frontman movie found historians in florida have discovered a -year-old clip of a clean-cut jim morrison appearing in a promotional film for his university. the film shows the doors frontman who died aged in playing the part of a young man who had been rejected by florida state university. morrison is seen quizzing a college administrator on why he was refused. but what happened how come my parents and the state and the university didn t look ahead he is seen asking. it s incredible. he s so clean cut and soft-spoken said florida state archivist jody norman. we know he was at florida state university for a period of time and he did some acting when he was there norman added. the doors were one of the most influential bands of the with hits including light my fire and riders on the storm. morrison was notorious for his wild lifestyle - and was accused of exposing himself and simulating a sex act at a miami concert in . he was found dead in the bath of his paris apartment and died from heart problems aggravated by alcohol. a coroner recorded a verdict of death by natural causes and his grave at the city s pere lachaise ceremony has become a shrine for fans.
349,speak easy plan for media players music and film fans will be able to control their digital media players just by speaking to them under plans in development by two us firms. scansoft and gracenote are developing technology to give people access to their film and music libraries simply by voice control. they want to give people hands-free access to digital music and films in the car or at home or on the move. huge media libraries on some players can make finding single songs hard. voice command-and-control unlocks the potential of devices that can store large digital music collections said ross blanchard vice president of business development for gracenote. these applications will radically change the car entertainment experience allowing drivers to enjoy their entire music collections without ever taking their hands off the steering wheel he added. gracenote provides music library information for millions of different albums for jukeboxes such as apple s itunes. the new technology will be designed so that people can play any individual song or movie out of a collection just by saying its name. users will also be able to request music that fits a mood or an occasion or a film just by saying the actor s name. speech is a natural fit for today s consumer devices particularly in mobile environments said alan schwartz vice president of speechworks a division of scansoft. pairing our voice technologies with gracenote s vast music database will bring the benefits of speech technologies to a host of consumer devices and enable people to access their media in ways they ve never imagined. the two firms did not say if they were developing the technology for languages other than english. users will also be able to get more information on a favourite song they have been listening to by asking: what is this portable players are becoming popular in cars and a number of auto firms are working with apple to device interfaces to control the firm s ipod music player. but with tens of thousands of songs able to be stored on one player voice control would make finding that elusive track by elvis presley much easier. the firms gave no indication about whether the ipod or any other media player were in mind for the use of the voice control technology. the companies estimate that the technology will be available in the fourth quarter of .
1201,parmalat sues banks over crash parmalat has sued banks as it tries to reclaim money paid to banks before the scandal-hit italian dairy company went bust last year. the firm collapsed with debts of about euros ($; £) and new boss enrico bondi has already taken legal action against a number of lenders. he claims the banks were aware of the problems but continued to work with the company so they could earn commissions. parmalat has not identified which banks it has gone after this time. under italian law administrators can seek to get back money paid to financial institutions prior to insolvency if there is a suspicion that the institutions knew that the company was in financial trouble. the firm also said it is preparing further law suits. according to the reuters news agency of the companies sued on thursday are italian while the remaining are international. the unidentified parmalat source also told reuters that the company was planning to take action against a total of financial institutions. among those already targeted are bank of america ubs credit suisse first boston deutsche bank and citigroup. it has also gone after auditors grant thornton. they have all denied any wrongdoing. parmalat was declared insolvent in december after it emerged that euros thought to be held in an offshore account did not in fact exist. in the investigation that followed it became apparent that the company among other things had been billing clients twice in order to boost sales and bolster the balance sheet. that enabled parmalat to borrow heavily and expand overseas allowing it to become a darling of the italian stock exchange.
1711,souness backs smith for scotland graeme souness believes walter smith would be the perfect choice to succeed berti vogts as scotland manager. souness s former assistant at rangers is hot favourite to take over from vogts who resigned on monday. walter is most definitely the ideal candidate for that job. he d be perfect for it souness told bbc sport. the scottish football association has appointed tommy burns as provisional caretaker-boss for the friendly against sweden on november. he fits the bill because of his knowledge and understanding of the scotland team and football. he is experienced and has been successful. souness added: walter is a real football person as i know from working with him at ibrox. on top of all that he is a proper human being who would command the instant respect of the players and everyone involved in scottish football. souness joined sir alex ferguson in backing smith s claims. the scottish football association is about to embark on the search for vogts successor after appointing tommy burns in a caretaker capacity. ferguson said: he (smith) would be the outstanding candidate as far as i m concerned. you need somebody who knows what they re doing and walter would bring a wealth of experience to the job. the man utd boss continued: i don t know what credentials are needed to do the job but it s a job that needs a lot of experience. he was my assistant with scotland and here at manchester united and he has also managed glasgow rangers. he would need to change the whole shape of scottish football and radical changes are needed. smith was assistant to ferguson at the world cup in mexico in . the former everton and rangers boss has been out of the game since a spell as manchester united assistant last term. bbc sport understands that smith would be willing to discuss taking over if he was approached by the scottish fa. if he is tempted to take over it seems almost certain smith s long-time right-hand man archie knox would also play a part in the national team set-up. smith already has the backing of many pundits and fans including former scotland manager craig brown. brown said: walter is an outstanding candidate without doubt. he would be admirable choice. i spoke to him on sunday and i got the impression he would take it. he was asking me about it and i was positive. other candidates for the job include former scotland midfielders gordon strachan and gary mcallister and vogts assistant tommy burns.
879,singapore growth at .% in singapore s economy grew by .% in its best performance since figures from the trade ministry show. the advance the second-fastest in asia after china was led by growth of .% in the key manufacturing sector. however a slower-than-expected fourth quarter points to more modest growth for the trade-driven economy in as global technology demand falls back. slowdowns in the us and china could hit electronics exports while the tsunami disaster may effect the service sector. economic growth is set to halve in singapore this year to between % and %. in the fourth quarter the city state s gross domestic product (gdp) rose at an annual rate of .%. that was up from the third quarter when it fell .% but was well below analyst forecasts. i am surprised at the weak fourth quarter number. the main drag came from electronics said lian chia liang economist at jp morgan chase. singapore s economy had contracted over the summer weighed down by soaring oil prices. the economy s poor performance in the july to september period followed four consecutive quarters of double-digit growth as singapore bounced back strongly from the effects of the deadly sars virus in .
1590,blair moves to woo jewish voters tony blair has pledged to never ever ever attack tory leader michael howard over his jewish beliefs. the prime minister told the jewish chronicle: if you look at what i do i attack michael howard politically. mr blair also distanced himself from recent labour campaign posters featuring mr howard which critics claimed were anti-semitic . these were not intended to cause any offence to anyone on the jewish community mr blair insisted. one poster depicted mr howard and his shadow chancellor oliver letwin who is also jewish as flying pigs. another pictured the tory leader swinging a pocket watch on a chain which critics said echoed the jewish money lender shylock in shakespeare s merchant of venice. others compared the image to the character fagin in charles dickens oliver twist. labour has since taken the designs of its website saying members had preferred other designs. during his interview with the jewish chronicle mr blair said: i ve been a very strong supporter of the jewish community and israel and will always be so. pressed on whether he would draw attention to mr howard s jewish beliefs in an attempt to attract muslim support he replied: the idea that i would allow anybody to make such a charge is outrageous. it s untrue. if you look what i do i attack michael howard politically. i would never ever ever attack him on that basis. mr blair also defended his party s attitude towards the jewish community pointing out that it was his government that had introduced the holocaust memorial day. he added that labour also aggressively fought all forms of racism. neither the conservatives nor the liberal democrats wished to comment on mr blair s words. the prime minister was speaking as london s labour mayor ken livingstone remains embroiled in a row over comments he made to a jewish reporter from the city s evening standard newspaper. mr blair repeated calls for the mayor to apologise for likening the reporter oliver finegold to a concentration camp guard. mr livingstone should have withdrawn the comment immediately once he realised the journalist was jewish said mr blair. i m sure that is what in truth he wants to do. well he should do it. mr livingstone has said he could not sincerely say sorry for the comments he made and claims he has been targeted by the newspaper. he conceded his comments may have been offensive but were not racist and said earlier this week he would not apologise even if mr blair asked.
54,rovers reject third ferguson bid blackburn have rejected a third bid from rangers for scotland captain barry ferguson bbc sport has learnt. it is thought blackburn want £ for the midfielder but chief executive john williams has confirmed the club are still in dialogue with rangers. the -year-old has already handed in a transfer request at ewood park as he seeks a return to ibrox. but the clubs have been unable to reach agreement over a fee for ferguson who moved to lancashire in for £.. on thursday rangers said they would not be increasing their offer of £. blackburn have said all along that they want £ for the midfielder and williams has rejected proposals from rangers over a player-swap deal. williams said: we are in dialogue with glasgow rangers but we have no agreement. the negotiations will have to be concluded by midnight on monday when the winter transfer window shuts. williams conceded any deal for ferguson was looking unlikely before the close of the transfer window but rangers still had a chance to seal the deal. we have no comment to make other than we have not got an agreement with glasgow rangers he added. the way things are looking i think it is unlikely we are going to. the ball is in their court but we have not got an offer that is acceptable at this moment. it is understood that blackburn accepted a £ offer for ferguson from everton at the weekend. but the player is determined to return to scotland and rejected a move to goodison park. ferguson did not play in the fa cup win over colchester on saturday despite recovering from a groin injury with rovers boss mark hughes claiming it had been an emotional and difficult time for the player.
837,sec to rethink post-enron rules the us stock market watchdog s chairman has said he is willing to soften tough new us corporate governance rules to ease the burden on foreign firms. in a speech at the london school of economics william donaldson promised several initiatives . european firms have protested that us laws introduced after the enron scandal make wall street listings too costly. the us regulator said foreign firms may get extra time to comply with a key clause in the sarbanes-oxley act. the act comes into force in mid-. it obliges all firms with us stock market listings to make declarations which critics say will add substantially to the cost of preparing their annual accounts. firms that break the new law could face huge fines while senior executives risk jail terms of up to years. mr donaldson said that although the act does not provide exemptions for foreign firms the securities and exchange commission (sec) would continue to be sensitive to the need to accomodate foreign structures and requirements . there are few if any who disagree with the intentions of the act which obliges chief executives to sign a statement taking responsibility for the accuracy of the accounts. but european firms with secondary listings in new york have objected - arguing that the compliance costs outweigh the benefits of a dual listing. the act also applies to firms with more than us shareholders a situation many firms without us listings could find themselves in. the -shareholder threshold has drawn anger as it effectively blocks the most obvious remedy a delisting. mr donaldson said the sec would consider whether there should be a new approach to the deregistration process for foreign firms unwilling to meet us requirements. we should seek a solution that will preserve investor protections without turning the us market into one with no exit he said. he revealed that his staff were already weighing up the merits of delaying the implementation of the act s least popular measure - section - for foreign firms. seen as particularly costly to implement section obliges chief executives to take responsibility for the firm s internal controls by signing a compliance statement in the annual accounts. the sec has already delayed implementation of this clause for smaller firms - including us ones - with market capitalisations below $ (£). a delegation of european firms visited the sec in december to press for change the financial times reported. it was led by digby jones director general of the uk s confederation of british industry (cbi) and included representatives of basf siemens and cadbury schweppes. compliance costs are already believed to be making firms wary of us listings. air china picked the london stock exchange for its secondary listing in its $. (£) stock market debut last month. there are also rumours that two chinese state-run banks - china construction bank and bank of china - have abandoned plans for multi-billion dollar listings in new york later this year. instead the cost of sarbanes-oxley has persuaded them to stick to a single listing in hong kong according to press reports in china.
823,rank set to sell off film unit leisure group rank could unveil plans to demerge its film services unit and sell its media business reports claim. rank formerly famous for the carry on series will expose the shake-up at the announcement of its results on friday the sunday telegraph reported. advisors goldman sachs are understood to have valued its demerged deluxe film unit at £ the report added. speculation of a possible shake-up has mounted since rank announced a study into a possible demerger in september. since mike smith s appointment as chief executive in the group has focused on fewer businesses and embarked on a major cost-cutting programme which has seen it dispose of a number of businesses including the odeon cinema chain and the pinewood studios. the move left the group with three core divisions: gaming hard rock and deluxe films which provides technical services to hollywood studios. rank now aims to concentrate on its gaming bars and hotels business including extending its hard rock brand to its casinos - trials of which have been a success. it also owns deluxe media which makes and distributes dvds and videos. however that business is seen as less successful. last year it made profits of £. on a turnover of £. and experts suggest its success in moving to dvds from vhs video could make it an attractive target for a private equity buyer. a spokesman for the firm refused to comment on the reports but said any results from the demerger study were likely to be set out when it unveiled its results on friday. analysts predict the firm is likely to report a slight drop in annual pre-tax profits to £ from £ last year. formed in the the firm was a leading uk film producer and cinema owner for many years. it has now diversified into a range of other leisure activities - mainly in the uk - including hotels roadside service areas and holiday centres. it now owns grosvenor casinos the mecca bingo chain and more than hard rock cafes in countries.
2131,millions go missing at china bank two senior officials at one of china s top commercial banks have reportedly disappeared after funds worth up to $ (£) went missing. the pair both worked at bank of china in the northern city of harbin the south china morning post reported. the latest scandal at bank of china will do nothing to reassure foreign investors that china s big four banks are ready for international listings. government policy sees the bank listings as vital economic reforms. bank of china is one of two frontrunners in the race to list overseas. the other is china construction bank. both are expected to list abroad during . they shared a $ state bailout in to help clean up their balance sheets in preparation for a foreign stock market debut. however a report in the china-published economic observer said on monday that the two banks may have scrapped plans to list in new york because of the cost of meeting regulatory requirements imposed since the enron scandal. bank of china is the country s biggest foreign exchange dealer while china construction bank is the largest deposit holder. china s banking sector is burdened with at least $ of bad debt according to official data though most observers believe the true figure is far higher. officially one in five loans is not being repaid. attempts to strengthen internal controls and tighten lending policies have uncovered a succession of scandals involving embezzlement by bank officials and loans-for-favours. the most high-profile case involved the ex-president of bank of china wang xuebing jailed for years in . although he committed the offences whilst running bank of china in new york mr wang was head of china construction bank when the scandal broke. earlier this month a china construction bank branch manager was jailed for life in a separate case. china s banks used to act as cash offices for state enterprises and did not require checks on credit worthiness. the introduction of market reforms has been accompanied by attempts to modernise the banking sector but links between banks and local government remain strong. last year china s premier wen jiabao targeted bank lending practices in a series of speeches and regulators ordered all big loans to be scrutinised in an attempt to cool down irresponsible lending. china s leaders see reforming the top four banks as vital to distribute capital to profitable companies and protect the health of china s economic boom. but two problems persist. first inefficient state enterprises continue to receive protection from bankruptcy because they employ large numbers of people. second many questionable loans come not from the big four but from smaller banks. another high profile financial firm china life is facing shareholder lawsuits and a probe by the us securities and exchange commission following its new york listing over its failure to disclose accounting irregularities at its parent company.
807,films on war triumph at sundance a study of the united states at war in the past years has picked up one of the main awards at the sundance film festival in utah in the us. why we fight scooped the grand jury prize for documentaries at the world s leading independent film festival. british director sean mcallister s the liberace of baghdad - about a pianist in war-torn iraq - won a special prize in the world documentary category. both why we fight and the liberace of baghdad were made for the bbc. why we fight is due to be screened on bbc four in march. the sundance festival was founded by actor robert redford in . this year s festival - which ended on sunday after a -day run - has been dominated by the themes of war and politics. in the new world cinema drama category the angolan film the hero triumphed to win the grand jury prize. the film - an angolan/french/portuguese production - tells the story of a veteran of the country s civil war who returns home to face a new battle of survival. twelve films competing in the new world cinema documentary category focused on countries and people under siege. finnish film the three rooms of melancholia looks at the war in chechnya and shake hands with the devil: the journey of romeo dallaire tells the story of a un mission to rwanda during the genocide. but it was dutch documentary shape of the moon - a study of an extended family in indonesia - which took the top prize. meanwhile french-israeli production wall which looks at israel s controversial security wall separating it from the palestinian territories picked up a world cinema special jury prize for documentaries. in the main drama category forty shades of blue was named winner of the grand jury prize. the film tells the tale of a forbidden tug-of-love between a father his russian immigrant girlfriend and his son. during its -year history the sundance film festival has showcased successes such as reservoir dogs the blair witch project and the full monty. last year s festival provided a platform for hits such as open water napoleon dynamite garden state and super-size me. the festival is held in the mountain resort of park city east of salt lake city which sees its population rise from to during the festival.
877,nintendo handheld given euro date nintendo s new handheld console the ds will launch in europe on march the company has announced. the portable games machine which features touch-screen control will retail for £ in the uk ( euros). nintendo said games would be available in the uk at launch with prices ranging from £ to £. more than . million ds consoles have been sold since it first appeared in the us and japan at the end of . rival sony has said it will launch its first handheld console the psp in the us and europe before the end of march. the psp is expected to compete for a large part of the same handheld market despite sony s assertion that the machines are aimed at different consumers. the games available on the european launch date will include nintendo s super mario ds as well as titles from third-party developers such as ubisoft s rayman ds. more than games are in development for the new console nintendo has said. the ds is backwards compatible with the game boy advance allowing the earlier machine s back catalogue of games to be played. additionally a short-range wireless link for multiplayer gaming is built in to the ds with a download play option which allows a group to play against each other even if just one person owns a copy. other features include a short-range messaging application called pictochat and a built-in microphone which is used in sega s launch title project rub. nintendo has also announced a media adapter which will allow the console to play music and video on the move. the launch price of £ ( euros) compares favourably with the us price of $ according to john houlihan editor of the computerandvideogames.com magazine. it s a very very competitive price point. there are some innovative features and nintendo has created quite a buzz he says. however the line-up of games could have been stronger. everyone wanted to see the eight-player mario kart ds for example. mr houlihan believes that there is likely to be an audience for both the nintendo ds and sony s new psp with the former aimed largely at a younger audience and the latter expected to be marketed as a multimedia device. the psp is a sexy bit of kit but sony s attitude to the psp has been very understated in europe so far mr houlihan said. the worldwide handheld software market had an estimated worth of $. at the end of according to industry analysts screen digest. in the past games consoles and handhelds have generally launched much later in europe than in other parts of the world. however nintendo president satoru iwata said the company was pleased to have offered such a short period of time between the us and european launch . europe is an extremely important market for nintendo mr iwata added. nintendo raised its sales targets for the ds console last december after selling a million in the us and japan in just a few weeks.
695,isinbayeva claims new world best pole vaulter yelena isinbayeva broke her own indoor world record by clearing . metres in lievin on saturday. it was the russian s world record of her career and came just a few days after she cleared . at the norwich union grand prix in birmingham. the olympic champion went on to attempt . at the meeting on france but failed to clear that height. in the men s former olympic champion maurice greene could only finish second to leonard scott. it was greene s second consecutive defeat at the hands of his fellow american who also won in birmingham last week. i ran my race perfectly said scott who won in . his best time indoors. i am happy even if i know that maurice is a long way from being at his peak at the start of the season.
216,actor scott is new bond favourite bookmaker william hill has stopped taking bets on who will be the next james bond following a succession of large wagers on actor dougray scott. the firm closed the book on friday saying insider information could have contributed to the number of bets. in the past gambles like this have often been right william hill spokesman rupert adams said. the closing list gave scott odds of - followed by oscar nominee clive owen at -. scott first found fame in the tv series soldier soldier and has since then starred in such films as mission impossible ii and the wartime drama enigma. mr adams said one punter had placed a bet of £ on the -year-old actor at odds of -. she told us she had some inside information perhaps she knew he had been to a casting but she wouldn t say he said. others thought to be in the running include star wars actor ewan mcgregor and australian star hugh jackman both of whom have odds of -. colin farrell jude law and troy star eric bana have also been tipped for the role in the past. a large number of bets on actor colin salmon to become the first black james bond were dismissed as a publicity stunt a month ago. the next bond film originally due for release in has been delayed until due to sony s takeover of the mgm studio. the most recent die another day was released in late and saw pierce brosnan make his final appearance as the secret agent. the actor was originally due to make a fifth appearance as bond but was released from his contract in .
645,mcclaren targets champions league middlesbrough boss steve mcclaren believes his side can clinch a top-four spot in the premiership and secure qualification for the champions league. after their - win over manchester city mcclaren said: we are playing exciting football it s a magnificent result to keep us in the top five. but how well we do depends how often we can get our best team out. once we got the third goal it should have been four or five but we nearly paid for it in the end. mcclaren also praised winger stewart downing and strikers jimmy floyd hasselbaink and mark viduka who both ended barren runs in front of goal. he added: if stewart keeps playing like this sven-goran eriksson has got to pick him. and the strikers scored great goals the combination play between them shows they want to play with each other and they are trying.
